	SRR8134496	SRR8134484	SRR8134499	SRR8134480	SRR8134485	SRR8134483	SRR8134482	SRR8134481	SRR8134500	SRR8134497	SRR8134501	SRR8134498
ZMYND19P1	1	4	0	0	13	9	9	3	2	0	4	1
SLIRP	1875	62	653	88	138	117	52	125	2019	651	679	1361
ADCK1	331	28	139	49	65	63	28	77	355	211	131	270
Y_RNA	0	3	0	0	2	0	0	0	0	0	0	0
ENSG00000258795	0	0	0	0	5	0	1	3	0	0	0	0
LINC02914	0	4	0	4	0	1	1	0	0	0	0	0
ENSG00000237342	0	0	0	4	3	2	0	0	0	0	0	0
ENSG00000278990	0	1	0	1	2	0	1	2	0	0	0	0
ENSG00000259119	0	1	0	2	0	6	1	0	0	0	0	0
ENSG00000259113	0	1	2	1	3	0	2	0	0	1	0	0
Y_RNA	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000273675	0	4	2	5	1	2	2	8	0	2	0	0
SNRPGP1	0	2	0	1	1	1	0	0	0	0	0	0
SAV1	678	109	558	126	244	280	144	209	546	578	578	478
RN7SL452P	2	0	0	0	3	2	2	1	1	0	1	0
ENSG00000269906	4	0	3	1	4	1	2	4	3	1	9	4
ZFP64P1	0	2	0	1	2	0	3	8	0	0	0	0
ENSG00000270062	60	4	33	3	6	4	3	7	38	44	38	27
ENSG00000258843	9	94	2	126	219	181	82	225	6	3	7	4
ENSG00000285747	10	47	2	84	139	133	76	86	7	4	3	2
ENSG00000252945	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000258687	0	5	0	2	1	0	0	0	0	0	0	0
PYGL	16	8	55	16	31	38	12	13	40	12	25	37
ABHD12B	0	7	1	10	35	21	11	18	0	0	0	1
ENSG00000258745	0	1	0	0	3	0	0	0	0	0	0	0
ENSG00000258711	1	6	0	8	7	18	7	13	1	0	0	0
METTL5P1	0	2	0	2	4	7	0	1	0	0	0	1
DLST	5554	150	1962	242	328	278	136	333	5363	3056	2603	3465
RPS6KL1	279	50	66	92	170	96	61	110	234	136	115	235
PGF	60	183	114	310	409	339	172	373	50	123	134	61
EIF2B2	1207	79	467	134	167	189	86	162	1317	723	619	975
ENSG00000258646	1	1	1	1	0	0	0	0	5	0	0	1
ENSG00000279594	4	2	2	4	12	4	6	1	1	1	0	3
MLH3	604	87	357	138	189	154	77	145	594	341	422	395
RNU6-689P	0	0	1	0	0	1	0	1	0	0	0	1
ACYP1	161	78	84	111	138	106	51	106	151	128	170	94
ZC2HC1C	53	176	15	252	353	239	130	316	37	19	36	23
HIF1AP1	1	2	1	0	3	3	0	1	2	0	0	0
ENSG00000259138	1	6	1	5	11	13	9	7	0	0	4	0
TMED10	3717	102	2099	112	185	202	68	163	3804	2457	2477	2665
RNU4ATAC14P	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000287668	0	1	0	4	3	4	1	3	0	0	0	0
SERPINA4	0	1	0	2	5	1	0	3	0	0	0	0
SERPINA5	0	7	0	6	15	10	3	6	0	0	0	0
ENSG00000273259	0	2	0	5	0	3	0	2	0	0	0	0
ENSG00000288028	0	1	0	2	1	0	1	1	0	0	0	0
SERPINA3	0	7	0	0	15	10	1	8	0	0	0	0
ENSG00000259140	0	3	0	4	3	3	1	1	0	0	0	0
RPSAP4	26	1	8	0	5	0	1	1	12	5	9	19
ENSG00000285205	0	3	0	5	16	14	1	15	0	0	0	0
RPL15P2	315	1	249	2	1	4	0	2	357	317	281	241
ENSG00000274379	0	0	0	1	1	1	0	0	0	0	0	0
ADIPOR1P2	3	2	1	1	0	2	1	3	4	0	0	1
CNIH1	1042	100	728	108	148	146	84	166	932	777	831	586
ENSG00000258753	0	3	0	7	9	7	1	2	1	0	1	1
SAMD4A	219	143	140	181	228	182	98	245	149	237	189	98
RNU6ATAC9P	0	0	1	3	3	1	2	2	0	0	0	0
MIR4308	0	1	0	2	0	2	1	5	0	0	0	0
FDPSP3	6	12	0	15	29	19	7	26	6	8	6	2
WDHD1	1194	156	526	190	268	276	124	281	1035	631	538	740
RPSAP13	1	2	0	5	3	8	7	8	1	3	3	4
HEATR4	4	29	5	25	60	70	23	30	7	8	10	7
FRMD6	88	33	70	43	90	93	38	42	92	37	56	84
ATP5MJ	3192	62	1301	80	166	106	49	133	3574	1488	1466	2376
DHRS2	15	15	37	19	19	23	13	15	40	13	39	21
NPC2	1017	31	534	38	59	54	26	48	1027	801	923	543
SNW1	1819	24	913	32	61	37	33	31	1750	1141	1177	1245
KLHL28	199	150	171	229	394	308	132	254	166	174	256	110
PLD4	332	34	241	33	55	43	30	49	753	383	606	293
OR4U1P	0	1	0	1	5	7	0	0	0	0	0	0
OR4L1	0	2	0	0	1	0	0	0	0	0	0	0
RNA5SP380	0	1	0	1	0	1	0	0	0	0	0	0
OR4T1P	0	1	0	0	2	0	0	0	0	0	0	0
PSMB7P1	0	0	0	0	0	3	2	0	0	0	0	0
GTF2IP22	0	0	0	0	0	0	0	0	0	0	0	0
OR11G1P	0	1	0	0	0	4	2	1	0	0	0	0
OR11P1P	0	0	0	1	1	0	0	1	0	0	0	0
OR11H6	0	0	0	0	3	1	2	2	1	0	0	0
OR11H7	0	1	0	0	0	2	0	0	1	0	0	0
TTC5	451	51	159	40	120	91	45	81	485	306	226	305
ENSG00000258768	7	8	4	2	13	4	1	9	5	3	1	5
ENSG00000258459	0	5	0	5	3	9	4	9	0	0	0	0
ENSG00000287735	26	3	13	5	8	6	3	2	15	39	20	18
SNORA79B	5	2	6	0	2	1	0	0	9	7	4	4
SNORD126	0	1	0	2	2	3	0	5	0	0	0	0
ENSG00000259001	0	20	1	39	51	37	11	52	0	3	4	2
RPPH1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254846	1	23	0	12	28	28	18	22	1	0	0	0
TEP1	1827	144	855	202	312	251	127	206	1688	1744	1610	1024
RNA5SP382	0	0	0	0	4	1	1	3	0	0	0	0
KLHL33	6	392	5	592	813	513	298	755	23	5	13	5
OSGEP	1771	285	743	406	612	466	259	490	1937	875	1039	1330
ENSG00000258515	37	2	6	1	3	4	1	4	18	18	24	16
APEX1	7095	210	4313	256	357	304	170	357	8247	4628	5141	5667
ENSG00000258908	0	0	0	0	0	0	0	0	0	0	0	0
PTCD2P1	1	1	0	6	3	2	3	3	0	0	0	1
SETP1	0	2	3	4	5	1	2	2	1	0	0	0
RNASE9	0	5	0	11	3	1	1	6	0	0	0	0
ENSG00000259060	0	0	0	0	0	0	0	0	0	0	0	0
RNASE11-AS1	0	10	0	5	12	10	7	21	0	0	0	0
ENSG00000239327	0	3	0	6	11	11	3	13	0	0	0	0
OR6S1	7	5	4	2	8	3	2	6	0	14	3	0
Y_RNA	0	1	0	6	1	1	1	0	0	1	0	1
RNASE4	1	2	0	0	1	1	0	0	3	0	3	1
ENSG00000259171	0	0	0	0	0	0	0	0	0	0	0	0
EGILA	1	0	0	0	2	4	1	0	0	0	1	0
RANBP20P	31	2	25	5	13	10	0	13	44	17	17	31
EDDM3DP	0	0	0	0	0	1	2	0	0	0	0	0
EDDM3A	0	1	0	3	3	2	1	3	0	0	0	0
EDDM3B	0	8	0	8	12	14	10	6	0	0	0	0
RNASE6	483	167	184	226	430	318	146	365	343	364	221	335
LINC03058	7	3	13	10	10	6	5	10	2	7	3	4
RNASE1	0	2	0	8	9	9	0	9	0	1	0	0
ENSG00000259130	0	2	0	8	7	8	3	12	0	0	0	0
ENSG00000258642	0	2	0	0	2	4	1	1	0	0	0	0
ENSG00000258918	0	1	0	2	0	0	1	0	0	0	0	0
ENSG00000258772	0	0	0	0	0	6	0	0	0	0	0	0
RNASE2	0	3	0	0	0	5	3	0	2	0	0	0
RN7SL189P	0	2	0	1	2	5	1	1	0	0	0	0
ENSG00000258599	0	3	0	3	6	0	1	0	2	0	1	1
ENSG00000258471	2	4	0	4	12	8	5	6	0	0	3	0
SLC39A2	2	3	4	4	6	12	5	3	2	0	5	2
MIR6717	0	0	0	0	0	0	0	0	0	0	0	0
TPPP2	0	4	0	7	15	10	4	4	0	0	0	0
ENSG00000258604	0	2	0	2	3	2	0	1	0	0	0	0
ENSG00000255472	0	0	0	0	0	0	0	0	0	0	0	0
RNASE13	0	2	0	4	0	0	0	4	0	0	0	0
RNASE7	0	3	0	3	13	13	4	2	0	0	3	1
RNASE8	0	0	0	2	1	1	1	1	0	0	0	0
ARHGEF40	7	13	9	15	33	20	9	27	10	10	13	11
ZNF219	124	258	114	342	458	375	224	365	145	145	199	93
ENSG00000178107	0	3	0	8	3	6	6	0	0	0	0	0
CKAP2P1	0	29	0	31	74	53	30	39	0	0	0	0
RNU6-252P	0	0	0	0	2	0	0	2	0	0	0	0
OR5AU1	0	23	0	16	28	22	11	27	0	0	0	0
SMARCE1P3	2	2	0	2	2	0	1	4	1	0	0	1
ENSG00000258906	0	3	0	1	3	5	0	1	0	0	0	0
LINC00641	351	27	177	42	80	56	32	49	285	191	244	184
SUPT16H	7325	299	2848	429	794	593	332	479	6844	3629	3094	4748
SNORD9	3	0	1	1	0	4	4	0	1	0	0	0
ANG	19	66	25	65	105	108	34	92	42	35	36	18
HMGB3P26	0	1	0	3	2	6	3	6	0	0	0	0
RPSAP5	17	1	7	4	1	5	1	1	4	10	5	4
RPL10AP1	3	0	5	6	2	6	1	4	4	3	0	3
TRMT61A-DT	45	133	43	214	352	322	159	288	71	33	37	46
TRMT61A	1096	27	447	34	61	35	20	26	1366	656	597	824
RNU7-160P	0	1	0	0	0	0	0	1	0	0	0	0
ENSG00000258851	0	13	0	11	25	19	6	25	0	1	0	0
ENSG00000256500	0	0	0	0	0	0	0	0	0	0	0	0
RNU4-68P	0	2	0	2	5	7	0	5	0	0	0	0
KLC1-AS1	79	3	37	6	7	10	7	6	69	72	86	56
ENSG00000270108	6	6	4	7	15	12	6	14	4	13	10	7
ENSG00000269910	4	0	3	0	0	0	0	0	11	3	5	4
ENSG00000269940	8	0	11	0	1	0	1	0	20	15	9	12
ENSG00000269958	174	6	152	18	30	33	13	14	162	152	152	91
XRCC3	1061	22	540	22	46	41	23	31	1174	791	794	695
Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270591	2	3	0	1	4	3	0	10	0	0	0	0
ENSG00000202275	0	0	0	0	0	0	0	1	0	0	0	0
LINC02300	0	1	0	2	2	0	0	0	0	0	0	0
EIF4A1P12	0	0	1	0	2	0	0	1	0	0	0	1
BTF3P2	30	0	18	0	0	0	0	0	26	17	20	16
FOXG1-AS1	3	2	0	9	13	10	4	8	1	4	0	0
LINC02282	1	2	0	13	13	12	3	15	0	0	0	0
LINC02281	0	0	0	2	1	0	0	0	0	0	0	0
ENSG00000258065	0	2	0	0	3	0	1	2	0	0	0	0
Y_RNA	0	0	0	0	2	1	2	0	0	0	0	0
ENSG00000259103	2	3	4	10	17	16	6	18	0	1	1	0
ENSG00000242488	0	3	5	0	2	5	1	5	0	0	3	0
TGFB3	23	70	35	86	158	157	65	108	24	31	43	26
TGFB3-AS1	0	1	0	3	0	4	1	0	0	0	1	1
ENSG00000258578	0	2	0	0	2	5	0	0	0	0	0	0
RPL13P6	6	1	4	4	1	1	2	2	2	6	4	5
LBHD2	0	4	0	0	0	1	0	3	0	0	0	0
ENSG00000288610	0	2	0	11	19	4	12	9	0	0	2	2
LINC00677	0	21	0	23	38	25	17	14	0	0	1	0
TNFAIP2	995	41	1049	46	88	61	24	48	1566	691	1730	939
NDUFB4P11	0	46	0	39	148	119	45	65	0	0	0	0
RPL21P12	2	1	0	0	0	0	0	1	3	3	0	2
GCSHP2	0	1	0	0	1	0	1	0	1	0	0	0
LINC00605	0	4	0	2	5	3	4	3	0	0	0	0
ENSG00000270705	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278071	0	1	0	4	0	0	0	0	0	0	0	0
RPL21P13	0	1	0	0	5	0	1	0	0	0	0	1
RAP2CP1	0	0	0	2	0	1	1	0	0	0	0	0
RPL17P4	0	0	0	0	1	2	0	1	0	0	0	0
EIF5-DT	4	38	5	71	92	72	49	135	5	6	1	5
SNORA28	1	0	0	2	4	4	0	2	4	0	0	1
LINC02279	0	0	0	1	0	2	1	0	0	0	0	0
ENSG00000258866	0	0	0	4	7	1	0	5	0	0	0	0
MIR3173	1	1	0	3	3	2	3	1	0	1	0	0
CLMN	362	131	348	161	243	162	96	292	252	396	364	195
ENSG00000259143	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258615	0	0	0	0	3	4	1	7	0	0	0	0
ENSG00000287111	0	0	0	1	0	1	0	0	0	2	0	0
LINC02292	1	23	0	23	34	21	11	37	0	1	0	0
CEND1P1	0	1	0	0	0	0	1	2	0	0	0	0
TMEM179	0	2	0	3	13	8	3	2	0	0	0	0
ENSG00000259037	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258736	0	1	6	2	1	4	3	0	2	3	1	3
LINC02280	0	119	2	107	283	313	96	172	2	0	2	1
MIR4710	0	22	0	26	25	36	15	39	0	0	0	0
ENSG00000258858	0	54	0	59	94	62	43	70	1	0	0	0
SIVA1	3242	65	1138	90	129	122	74	105	3877	1687	1592	2179
ENSG00000258430	0	0	0	0	0	0	0	0	0	0	0	0
ZBTB42	73	19	35	31	47	58	15	28	65	72	28	27
ENSG00000258983	0	0	0	5	4	5	1	4	0	0	0	0
RNU4-22P	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000258789	4	2	0	23	4	15	4	19	1	0	0	1
ZC3H14	1356	135	581	198	247	260	144	217	1196	722	602	938
ENSG00000278576	7	10	6	21	34	18	11	30	6	4	0	4
ENSG00000274492	0	11	0	1	2	21	0	9	0	0	0	0
RNU4-92P	0	0	0	0	0	0	0	0	0	0	0	0
Y_RNA	0	1	1	0	1	2	0	4	0	0	0	0
ENSG00000283627	0	0	0	3	2	3	0	2	0	0	0	0
MPPE1P1	0	1	0	4	10	9	0	6	0	0	0	0
TTC8	102	43	74	59	81	72	51	94	126	45	44	136
INF2	1792	76	1109	75	111	117	52	114	1962	1763	1810	990
GCH1	1071	100	726	141	186	123	93	162	819	932	750	555
ENSG00000261242	2	151	1	211	409	346	189	291	2	3	1	0
RPL31P5	0	0	0	0	5	3	1	5	0	0	0	0
GCATP1	13	1	2	5	6	2	1	5	7	2	4	7
ENSG00000258800	0	0	0	0	0	0	0	0	0	0	0	0
HSPE1P2	101	2	39	2	4	2	2	5	124	42	58	59
RNU6-597P	0	3	0	3	4	2	0	2	0	0	0	0
Y_RNA	0	0	0	3	7	2	2	4	0	0	0	0
RNU6-1162P	0	3	0	1	1	3	0	0	0	0	1	0
U3	0	0	0	1	2	0	1	0	0	0	0	0
EIF2S2P1	8	4	0	2	13	6	4	9	5	1	0	5
RNU7-116P	0	0	0	1	0	2	0	0	0	0	0	0
ENSG00000258411	10	1	3	2	2	1	2	0	4	5	1	3
RPS28P1	0	0	0	3	3	1	0	0	0	0	0	0
Y_RNA	0	0	0	1	2	3	0	0	0	0	0	0
MIR548H1	0	0	2	2	2	0	0	0	0	0	0	0
ENSG00000214770	13	149	4	189	261	232	132	187	14	4	8	13
ENSG00000284664	9	10	5	4	16	18	6	11	4	6	3	6
ENSG00000271511	0	0	0	0	0	1	1	0	0	6	0	3
LINC00523	0	6	0	4	10	14	3	6	0	0	0	0
ENSG00000258717	0	1	0	1	0	3	0	0	0	0	0	0
DLK1	0	7	0	4	8	4	1	4	1	1	0	0
MEG3	1	26	7	49	48	54	15	56	0	2	1	0
MIR2392	0	1	0	0	0	0	1	0	0	0	0	0
ENSG00000275161	0	0	0	0	1	0	1	0	0	0	0	0
ENSG00000274884	0	1	0	0	0	4	0	0	0	0	0	0
ENSG00000276919	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258663	0	0	0	0	0	0	0	0	0	0	0	0
MIR770	0	0	0	0	0	0	0	0	0	0	0	0
MIR493	0	0	0	0	0	0	0	0	0	0	0	0
MIR337	0	0	0	0	0	0	0	1	0	0	0	0
MIR665	0	0	0	0	0	0	0	1	0	0	0	0
MIR431	0	0	0	0	0	0	0	0	0	0	0	0
MIR433	0	0	0	0	0	0	0	0	0	0	0	0
MIR127	0	0	0	0	0	0	0	0	0	0	0	0
MIR432	0	0	0	0	0	0	0	0	0	0	0	0
MIR136	0	0	0	0	0	0	0	0	0	0	0	0
MEG8	3	35	0	52	60	78	29	75	8	1	0	0
ENSG00000276225	0	0	0	0	0	0	0	0	0	0	0	0
SNORD112	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275134	0	0	0	0	0	0	0	0	0	0	0	0
MIR370	0	0	0	0	0	0	0	0	0	0	0	0
SNORD113-1	0	0	0	0	1	2	0	0	0	0	0	0
SNORD113-2	0	0	0	0	0	0	0	1	0	0	0	0
SNORD113-3	0	0	0	0	0	0	0	0	0	0	0	0
SNORD113-4	0	0	0	0	0	0	0	0	0	0	0	0
SNORD113-5	0	0	0	0	0	0	0	0	0	0	0	0
SNORD113-6	0	0	0	0	0	0	0	0	0	0	0	0
SNORD113-7	0	0	0	0	0	1	1	1	0	0	0	0
SNORD113-8	0	0	0	0	0	0	0	0	0	0	0	0
SNORD113-9	0	1	0	0	0	0	0	0	0	0	0	0
SNORD114-1	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-2	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-3	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-4	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-5	0	1	0	0	2	0	0	0	0	0	0	0
ENSG00000200150	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-6	0	1	0	0	2	0	1	0	0	0	0	0
SNORD114-7	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-9	0	1	0	0	0	0	0	0	0	0	0	0
SNORD114-10	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-11	0	0	0	0	0	2	0	0	0	0	0	0
SNORD114-12	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-13	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-14	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-15	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-16	0	0	0	0	1	0	0	0	0	0	0	0
SNORD114-17	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-18	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-19	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000201500	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201036	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000201710	0	0	0	1	0	0	0	0	0	0	0	0
SNORD114-20	0	0	0	0	0	0	0	1	0	0	0	0
SNORD114-21	0	0	0	0	1	1	0	0	0	0	0	0
SNORD114-22	0	0	0	0	0	0	0	1	0	0	0	0
SNORD114-23	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-24	0	0	0	0	0	0	0	1	0	0	0	0
SNORD114-25	0	0	0	0	0	1	0	0	0	0	0	0
SNORD114-26	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-27	0	1	0	0	2	0	0	1	0	0	0	0
SNORD114-28	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-29	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-30	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-31	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000222095	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222185	0	0	0	0	0	0	0	0	0	0	0	0
MIR379	0	0	0	0	0	0	0	0	0	0	0	0
MIR411	0	0	0	1	0	1	0	0	0	0	0	0
MIR299	0	0	0	0	0	0	1	0	0	0	0	0
MIR380	0	0	0	0	1	0	0	0	0	0	0	0
MIR1197	0	0	0	0	0	0	0	0	0	0	0	0
MIR323A	0	0	0	0	0	0	0	0	0	0	0	0
MIR758	0	0	0	0	0	0	0	0	0	0	0	0
MIR329-1	0	0	0	1	2	0	0	0	0	0	0	0
MIR329-2	0	0	0	0	0	0	0	0	0	0	0	0
MIR494	0	0	0	0	0	0	0	1	0	0	0	0
MIR1193	0	0	0	0	0	0	0	0	0	0	0	0
MIR543	0	0	0	0	0	0	1	0	0	0	0	0
MIR495	0	0	0	0	0	0	0	0	0	0	0	0
MIR376C	0	1	0	0	0	0	0	0	0	0	0	0
MIR376A2	0	0	0	0	0	0	0	0	0	0	0	0
MIR654	0	0	0	1	0	0	0	0	0	0	0	0
MIR376B	0	0	0	0	0	0	0	0	0	0	0	0
MIR376A1	0	0	0	0	0	0	0	0	0	0	0	0
MIR300	0	0	0	1	0	0	0	0	0	2	0	0
MIR1185-1	0	0	0	0	0	0	0	0	0	0	0	0
MIR1185-2	0	0	0	0	0	0	0	0	0	0	0	0
MIR381	0	0	0	1	0	0	0	0	0	0	0	0
MIR487B	0	0	0	0	0	0	0	0	0	0	0	0
MIR539	0	0	0	0	1	0	1	0	0	0	0	0
MIR889	0	0	0	0	0	1	0	0	0	0	0	0
MIR544A	0	0	0	0	0	0	0	0	0	0	0	0
MIR655	0	0	0	0	0	1	0	0	0	0	0	0
MIR487A	0	0	0	0	0	0	0	0	0	0	0	0
MIR382	0	0	0	0	0	0	0	0	0	0	0	0
MIR134	0	0	0	0	0	0	0	0	0	0	0	0
MIR668	0	1	0	0	0	0	0	0	0	0	0	0
MIR485	0	0	0	0	0	0	0	1	0	0	0	0
MIR323B	0	0	0	0	0	0	0	0	0	0	0	0
MIR154	0	0	0	1	1	1	0	1	0	0	0	0
MIR496	0	0	0	0	0	0	0	0	0	0	0	0
MIR377	0	0	0	0	0	0	0	0	0	0	0	0
MIR541	0	0	0	0	0	1	0	0	0	0	0	0
MIR409	0	0	0	0	0	0	0	0	0	0	0	0
MIR412	0	0	0	0	0	0	0	0	0	0	0	0
MIR369	0	0	0	0	0	0	0	0	0	0	0	0
MIR410	0	0	0	0	6	0	0	0	0	0	0	0
MIR656	0	0	0	0	0	0	0	0	0	0	0	0
LINC02285	0	1	0	1	9	1	0	1	1	2	0	0
ENSG00000286551	0	3	0	11	6	10	1	7	0	0	0	0
U3	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000288252	0	1	0	0	8	1	0	2	0	0	0	0
ENSG00000288245	0	1	0	1	5	0	1	0	0	0	0	0
ENSG00000258681	0	1	0	2	1	2	1	3	0	0	0	0
ENSG00000287515	0	0	0	0	0	1	0	2	0	0	0	0
LINC01297	0	0	0	0	0	2	1	4	0	0	0	0
GRAMD4P3	0	0	0	1	3	0	0	0	0	0	1	0
POTEG	1	0	12	1	1	1	0	0	5	6	9	4
ENSG00000276888	0	0	0	0	0	1	0	0	0	0	0	0
RNU6-1268P	0	0	0	0	0	0	0	0	0	0	0	0
MED15P6	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000274649	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257432	1	0	0	0	0	0	0	0	0	0	0	3
ENSG00000273558	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258324	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257493	0	0	0	0	2	1	0	0	0	0	0	0
ENSG00000257751	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257846	0	1	1	0	0	0	0	0	0	0	0	1
ENSG00000259069	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257884	1	1	0	2	0	1	0	0	0	0	0	0
ENSG00000257395	0	0	0	1	0	0	0	0	0	0	0	0
ARHGAP42P4	0	0	0	1	0	1	0	0	0	0	0	0
ENSG00000257142	0	0	0	0	0	0	0	0	0	0	0	0
OR4N2	0	0	0	5	8	9	1	3	1	0	0	0
OR11K2P	0	1	0	0	3	1	0	1	0	0	0	0
OR4H12P	0	0	0	1	3	0	0	0	0	0	0	0
OR4N1P	0	0	0	0	6	0	0	0	0	0	0	0
OR4K6P	0	1	0	0	0	3	0	2	0	0	0	0
OR4K4P	0	1	0	0	0	2	0	0	0	0	0	0
ENSG00000259016	0	0	0	0	2	3	1	0	0	0	0	0
DHRS4L1	1	0	0	2	2	4	3	2	0	0	0	0
NRL	105	126	50	156	250	230	122	184	121	61	56	66
PCK2	3688	358	1683	502	749	509	290	571	3838	2389	2386	2594
DCAF11	3015	316	1365	390	713	687	318	528	3460	1838	1653	2348
ENSG00000259371	0	0	0	0	0	0	0	0	0	0	0	0
PSME1	10401	137	4460	173	331	297	138	209	12151	4954	5448	7921
EMC9	430	167	260	188	354	306	127	228	400	371	322	238
ENSG00000259321	17	13	9	29	37	22	12	38	17	8	14	17
PSME2	11569	399	3955	512	929	668	364	728	13131	5046	4845	8555
MIR7703	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259529	33	108	18	152	308	213	112	250	29	21	11	24
RNA5SP383	0	0	0	0	0	0	0	0	0	0	0	0
IPO4	68	33	34	53	66	55	28	47	67	20	22	55
ENSG00000259522	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287765	0	0	0	0	0	0	0	0	0	0	0	0
TM9SF1	139	203	58	286	483	328	171	357	141	105	71	72
ENSG00000254692	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276698	6	5	9	9	5	18	3	13	8	6	9	3
ENSG00000278784	64	5	50	4	7	1	0	6	59	31	65	38
TSSK4	120	14	65	24	30	35	14	22	98	89	109	86
CHMP4A	67	34	46	38	64	51	23	39	50	72	64	46
ENSG00000260669	38	111	54	166	228	193	105	199	31	23	51	20
MDP1	8	29	7	43	84	72	40	52	7	1	6	2
NEDD8-MDP1	0	0	0	0	0	0	0	0	0	0	0	0
NEDD8	1462	51	577	59	111	78	30	59	1469	727	661	1005
TGM1	105	8	53	13	36	20	12	25	85	69	63	69
ENSG00000286825	4	141	2	182	295	250	119	252	6	4	3	6
DHRS1	830	143	477	184	288	276	104	243	793	562	575	553
NOP9	2249	83	676	114	162	196	97	151	2645	1011	851	1751
LTB4R2	79	25	49	25	77	22	9	44	86	36	36	115
LTB4R	485	43	556	80	106	69	22	102	557	344	366	588
ENSG00000258973	0	0	0	0	0	0	0	0	0	0	0	0
RIPK3	297	59	126	84	143	94	51	105	290	236	153	186
U6	0	1	0	0	0	1	0	1	0	0	0	0
NFATC4	197	66	235	169	156	123	54	219	82	443	262	61
ENSG00000273639	0	0	0	0	0	0	0	0	0	0	0	0
CHD8	2869	264	1316	288	580	509	275	444	2791	1900	1745	2056
SNORD8	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241035	0	0	0	0	0	0	0	0	0	0	0	0
EIF4EBP1P1	1	0	0	1	0	1	2	1	0	0	0	0
RN7SL650P	0	0	0	0	0	0	0	0	0	0	0	0
RAB2B	645	78	396	96	181	107	62	142	560	580	505	349
ENSG00000258481	0	0	0	3	2	1	3	0	0	0	0	0
RNU6-366P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286630	0	3	1	3	5	3	2	4	0	0	0	0
SLC24A4	1	52	1	72	108	96	45	113	0	0	1	2
PSMA3	3832	195	1545	255	439	328	187	319	3535	1615	1643	2366
ENSG00000258682	30	1	11	5	8	15	3	0	16	16	18	7
HMGB1P14	2	5	2	2	8	6	1	2	2	1	1	0
LINC00216	4	14	1	14	30	19	23	14	1	5	3	0
RNU6-341P	0	2	0	1	1	0	0	2	0	0	0	0
ARID4A	488	181	563	273	409	355	156	305	341	543	629	269
TOMM20L-DT	2	10	0	5	10	9	4	9	0	4	0	0
TOMM20L	8	21	1	25	24	23	18	22	6	5	6	2
ENSG00000258378	0	1	3	0	1	0	0	3	1	0	1	0
TIMM9	675	57	409	59	123	98	53	145	655	356	378	455
KIAA0586	696	262	328	362	621	468	248	521	553	437	383	455
Y_RNA	2	0	0	3	0	1	0	0	0	0	0	0
HSBP1P1	0	2	0	0	5	0	0	0	0	0	0	0
HNRNPCP1	0	0	0	0	0	0	0	0	0	0	0	0
RPL9P5	0	1	0	3	4	3	1	2	1	0	1	1
